docid,source,sourcetype,target,targettype,type
2,Graph-Based Retrieval-Augmented Generation (Graphrag),Topic,Https://Github.Com/Deep-Polyu/Awesome-Graphrag,Topic,COVERS
3,Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,Hairong Zhang,Author,AUTHORED
3,Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,Jiaheng Si,Author,AUTHORED
3,Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,Guohang Yan,Author,AUTHORED
3,Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,Boyuan Qi,Author,AUTHORED
3,Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,Pinlong Cai,Author,AUTHORED
3,Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,Song Mao,Author,AUTHORED
3,Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,Ding Wang,Author,AUTHORED
3,Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,Botian Shi,Author,AUTHORED
3,Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,Mine Dataset,Topic,INCLUDES
4,Gfm-Rag,Topic,Retrieval-Augmented Generation,Topic,RELATED_TO
4,Graphrag,Topic,Retrieval-Augmented Generation,Topic,RELATED_TO
4,Gfm-Rag,Topic,Graphrag,Topic,RELATED_TO
4,Gfm-Rag,Topic,Linhao Luo,Author,AUTHORED
4,Gfm-Rag,Topic,Zicheng Zhao,Author,AUTHORED
4,Gfm-Rag,Topic,Gholamreza Haffari,Author,AUTHORED
4,Gfm-Rag,Topic,Dinh Phung,Author,AUTHORED
4,Gfm-Rag,Topic,Chen Gong,Author,AUTHORED
4,Gfm-Rag,Topic,Shirui Pan,Author,AUTHORED
5,Graphrag,Topic,Knowledge Graphs,Topic,COVERS
5,Graphraft,Topic,Graphrag,Topic,RELATED_TO
5,Graphraft,Topic,Knowledge Graphs,Topic,COVERS
5,Alfred Clemedtson,Author,Graphraft,Topic,AUTHORED
5,Borun Shi,Author,Graphraft,Topic,AUTHORED
6,Context-Aware Fine-Grained Graph Rag,Paper,Query-Focused Summarization,Topic,COVERS
6,Context-Aware Fine-Grained Graph Rag,Paper,Graphrag,Topic,RELATED_TO
6,Context-Aware Fine-Grained Graph Rag,Paper,Yubin Hong,Author,AUTHORED
6,Context-Aware Fine-Grained Graph Rag,Paper,Chaofan Li,Author,AUTHORED
6,Context-Aware Fine-Grained Graph Rag,Paper,Jingyi Zhang,Author,AUTHORED
6,Context-Aware Fine-Grained Graph Rag,Paper,Yingxia Shao,Author,AUTHORED
7,Graph Retrieval-Augmented Generation: A Survey,Paper,Boci Peng,Author,AUTHORED
7,Graph Retrieval-Augmented Generation: A Survey,Paper,Yun Zhu,Author,AUTHORED
7,Graph Retrieval-Augmented Generation: A Survey,Paper,Yongchao Liu,Author,AUTHORED
7,Graph Retrieval-Augmented Generation: A Survey,Paper,Xiaohe Bo,Author,AUTHORED
7,Graph Retrieval-Augmented Generation: A Survey,Paper,Haizhou Shi,Author,AUTHORED
7,Graph Retrieval-Augmented Generation: A Survey,Paper,Chuntao Hong,Author,AUTHORED
7,Graph Retrieval-Augmented Generation: A Survey,Paper,Yan Zhang,Author,AUTHORED
7,Graph Retrieval-Augmented Generation: A Survey,Paper,Siliang Tang,Author,AUTHORED
7,Graphrag,Topic,Large Language Models,Topic,RELATED_TO
7,Graphrag,Topic,Graph-Based Indexing,Topic,INCLUDES
7,Graphrag,Topic,Graph-Guided Retrieval,Topic,INCLUDES
7,Graphrag,Topic,Graph-Enhanced Generation,Topic,INCLUDES
8,Graphrag,Topic,Retrieval-Augmented Generation (Rag),Topic,RELATED_TO
8,Graphrag,Topic,Haoyu Han,Author,AUTHORED
8,Graphrag,Topic,Yu Wang,Author,AUTHORED
8,Graphrag,Topic,Harry Shomer,Author,AUTHORED
8,Graphrag,Topic,Kai Guo,Author,AUTHORED
8,Graphrag,Topic,Jiayuan Ding,Author,AUTHORED
8,Graphrag,Topic,Yongjia Lei,Author,AUTHORED
8,Graphrag,Topic,Mahantesh Halappanavar,Author,AUTHORED
8,Graphrag,Topic,Ryan A. Rossi,Author,AUTHORED
8,Graphrag,Topic,Subhabrata Mukherjee,Author,AUTHORED
8,Graphrag,Topic,Xianfeng Tang,Author,AUTHORED
8,Graphrag,Topic,Qi He,Author,AUTHORED
8,Graphrag,Topic,Zhigang Hua,Author,AUTHORED
8,Graphrag,Topic,Bo Long,Author,AUTHORED
8,Graphrag,Topic,Tong Zhao,Author,AUTHORED
8,Graphrag,Topic,Neil Shah,Author,AUTHORED
8,Graphrag,Topic,Amin Javari,Author,AUTHORED
8,Graphrag,Topic,Yinglong Xia,Author,AUTHORED
8,Graphrag,Topic,Jiliang Tang,Author,AUTHORED
9,Graphrag,Topic,Large Language Models,Topic,RELATED_TO
9,Graphrag,Topic,Reasoning Accuracy,Topic,RELATED_TO
9,Graphrag,Topic,Contextual Relevance,Topic,RELATED_TO
9,Graphrag,Topic,Databases,Topic,RELATED_TO
9,Graphrag,Topic,Natural Language Processing,Topic,RELATED_TO
9,Lego-Graphrag,Topic,Modular Workflow Analysis,Topic,INCLUDES
9,Lego-Graphrag,Topic,Systematic Solution Frameworks,Topic,INCLUDES
9,Lego-Graphrag,Topic,Empirical Studies,Topic,INCLUDES
9,Lego-Graphrag,Topic,Reasoning Quality,Topic,RELATED_TO
9,Lego-Graphrag,Topic,Runtime Efficiency,Topic,RELATED_TO
9,Lego-Graphrag,Topic,Token Or Gpu Cost,Topic,RELATED_TO
9,Lego-Graphrag,Topic,Advanced Graphrag Systems,Topic,RELATED_TO
9,Yukun Cao,Author,Lego-Graphrag,Topic,AUTHORED
9,Zengyi Gao,Author,Lego-Graphrag,Topic,AUTHORED
9,Zhiyang Li,Author,Lego-Graphrag,Topic,AUTHORED
9,Xike Xie,Author,Lego-Graphrag,Topic,AUTHORED
9,Kevin Zhou,Author,Lego-Graphrag,Topic,AUTHORED
9,Jianliang Xu,Author,Lego-Graphrag,Topic,AUTHORED
10,Knowledge Graphs,Topic,Graphrags,Topic,RELATED_TO
10,Graphrags,Topic,Retrieval-Augmented Generative Systems,Topic,RELATED_TO
10,Gpt-4,Author,Knowledge Graphs,Topic,AUTHORED
10,Llama 2 (13B),Author,Knowledge Graphs,Topic,AUTHORED
10,Bert,Author,Knowledge Graphs,Topic,AUTHORED
10,Ahan Bhatt,Author,Knowledge Graphs,Topic,AUTHORED
10,Nandan Vaghela,Author,Knowledge Graphs,Topic,AUTHORED
10,Kush Dudhia,Author,Knowledge Graphs,Topic,AUTHORED
10,Precision,Topic,Knowledge Graphs,Topic,RELATED_TO
10,Recall,Topic,Knowledge Graphs,Topic,RELATED_TO
10,F1-Score,Topic,Knowledge Graphs,Topic,RELATED_TO
10,Graph Edit Distance,Topic,Knowledge Graphs,Topic,RELATED_TO
10,Semantic Similarity,Topic,Knowledge Graphs,Topic,RELATED_TO
11,Graph Retrieval-Augmented Generation (Graphrag),Topic,Large Language Models (Llms),Topic,RELATED_TO
11,Graph Retrieval-Augmented Generation (Graphrag),Topic,Knowledge Graphs (Kgs),Topic,RELATED_TO
11,Knowledge Graph-Based Iterative Retrieval-Augmented Generation (Kg-Irag),Paper,Knowledge Graphs (Kgs),Topic,INCLUDES
11,Knowledge Graph-Based Iterative Retrieval-Augmented Generation (Kg-Irag),Paper,Large Language Models (Llms),Topic,INCLUDES
11,Knowledge Graph-Based Iterative Retrieval-Augmented Generation (Kg-Irag),Paper,Weatherqa-Irish,Topic,INCLUDES
11,Knowledge Graph-Based Iterative Retrieval-Augmented Generation (Kg-Irag),Paper,Weatherqa-Sydney,Topic,INCLUDES
11,Knowledge Graph-Based Iterative Retrieval-Augmented Generation (Kg-Irag),Paper,Trafficqa-Tfnsw,Topic,INCLUDES
11,Knowledge Graph-Based Iterative Retrieval-Augmented Generation (Kg-Irag),Paper,Ruiyi Yang,Author,AUTHORED
11,Knowledge Graph-Based Iterative Retrieval-Augmented Generation (Kg-Irag),Paper,Hao Xue,Author,AUTHORED
11,Knowledge Graph-Based Iterative Retrieval-Augmented Generation (Kg-Irag),Paper,Imran Razzak,Author,AUTHORED
11,Knowledge Graph-Based Iterative Retrieval-Augmented Generation (Kg-Irag),Paper,Hakim Hacid,Author,AUTHORED
11,Knowledge Graph-Based Iterative Retrieval-Augmented Generation (Kg-Irag),Paper,Flora D. Salim,Author,AUTHORED
12,Graphrag,Topic,Gragpoison,Topic,RELATED_TO
12,Gragpoison,Topic,Jiacheng Liang,Author,AUTHORED
12,Gragpoison,Topic,Yuhui Wang,Author,AUTHORED
12,Gragpoison,Topic,Changjiang Li,Author,AUTHORED
12,Gragpoison,Topic,Rongyi Zhu,Author,AUTHORED
12,Gragpoison,Topic,Tanqiu Jiang,Author,AUTHORED
12,Gragpoison,Topic,Neil Gong,Author,AUTHORED
12,Gragpoison,Topic,Ting Wang,Author,AUTHORED
13,Rag Framework,Topic,Networking,Topic,COVERS
13,Rag Framework,Topic,Large Language Models,Topic,RELATED_TO
13,Rag Framework,Topic,Knowledge Graphs,Topic,RELATED_TO
13,Rag Framework,Topic,Intent-Driven Networks,Topic,RELATED_TO
13,Rag Framework,Topic,Spectrum Knowledge Maps,Topic,RELATED_TO
13,Yang Xiong,Author,Rag Framework,Topic,AUTHORED
13,Ruichen Zhang,Author,Rag Framework,Topic,AUTHORED
13,Yinqiu Liu,Author,Rag Framework,Topic,AUTHORED
13,Dusit Niyato,Author,Rag Framework,Topic,AUTHORED
13,Zehui Xiong,Author,Rag Framework,Topic,AUTHORED
13,Ying-Chang Liang,Author,Rag Framework,Topic,AUTHORED
13,Shiwen Mao,Author,Rag Framework,Topic,AUTHORED
14,Gtr: Graph-Table-Rag For Cross-Table Question Answering,Paper,Jiaru Zou,Author,AUTHORED
14,Gtr: Graph-Table-Rag For Cross-Table Question Answering,Paper,Dongqi Fu,Author,AUTHORED
14,Gtr: Graph-Table-Rag For Cross-Table Question Answering,Paper,Sirui Chen,Author,AUTHORED
14,Gtr: Graph-Table-Rag For Cross-Table Question Answering,Paper,Xinrui He,Author,AUTHORED
14,Gtr: Graph-Table-Rag For Cross-Table Question Answering,Paper,Zihao Li,Author,AUTHORED
14,Gtr: Graph-Table-Rag For Cross-Table Question Answering,Paper,Yada Zhu,Author,AUTHORED
14,Gtr: Graph-Table-Rag For Cross-Table Question Answering,Paper,Jiawei Han,Author,AUTHORED
14,Gtr: Graph-Table-Rag For Cross-Table Question Answering,Paper,Jingrui He,Author,AUTHORED
14,Gtr: Graph-Table-Rag For Cross-Table Question Answering,Paper,Mutlitableqa,Topic,INCLUDES
15,Hypergraphrag,Topic,Standard Retrieval-Augmented Generation,Topic,RELATED_TO
15,Hypergraphrag,Topic,Medicine,Topic,RELATED_TO
15,Hypergraphrag,Topic,Agriculture,Topic,RELATED_TO
15,Hypergraphrag,Topic,Computer Science,Topic,RELATED_TO
15,Hypergraphrag,Topic,Law,Topic,RELATED_TO
15,Hypergraphrag,Topic,Haoran Luo,Author,AUTHORED
15,Hypergraphrag,Topic,Haihong E,Author,AUTHORED
15,Hypergraphrag,Topic,Guanting Chen,Author,AUTHORED
15,Hypergraphrag,Topic,Yandan Zheng,Author,AUTHORED
15,Hypergraphrag,Topic,Xiaobao Wu,Author,AUTHORED
15,Hypergraphrag,Topic,Yikai Guo,Author,AUTHORED
15,Hypergraphrag,Topic,Qika Lin,Author,AUTHORED
15,Hypergraphrag,Topic,Yu Feng,Author,AUTHORED
15,Hypergraphrag,Topic,Zemin Kuang,Author,AUTHORED
15,Hypergraphrag,Topic,Meina Song,Author,AUTHORED
15,Hypergraphrag,Topic,Yifan Zhu,Author,AUTHORED
15,Hypergraphrag,Topic,Luu Anh Tuan,Author,AUTHORED
16,Retrieval-Augmented Generation,Topic,Large Language Models,Topic,RELATED_TO
16,Question-Focused Summarization,Topic,Graphrag,Topic,RELATED_TO
16,Graphrag,Topic,Darren Edge,Author,AUTHORED
16,Graphrag,Topic,Ha Trinh,Author,AUTHORED
16,Graphrag,Topic,Newman Cheng,Author,AUTHORED
16,Graphrag,Topic,Joshua Bradley,Author,AUTHORED
16,Graphrag,Topic,Alex Chao,Author,AUTHORED
16,Graphrag,Topic,Apurva Mody,Author,AUTHORED
16,Graphrag,Topic,Steven Truitt,Author,AUTHORED
16,Graphrag,Topic,Dasha Metropolitansky,Author,AUTHORED
16,Graphrag,Topic,Robert Osazuwa Ness,Author,AUTHORED
16,Graphrag,Topic,Jonathan Larson,Author,AUTHORED
17,Fastrag,Topic,Large Language Models,Topic,RELATED_TO
17,Fastrag,Topic,Retrieval-Augmented Generation,Topic,RELATED_TO
17,Fastrag,Topic,Vectorrag,Topic,RELATED_TO
17,Fastrag,Topic,Graphrag,Topic,RELATED_TO
17,Fastrag,Topic,Amar Abane,Author,AUTHORED
17,Fastrag,Topic,Anis Bekri,Author,AUTHORED
17,Fastrag,Topic,Abdella Battou,Author,AUTHORED
18,Noderag,Topic,Retrieval-Augmented Generation,Topic,RELATED_TO
18,Noderag,Topic,Graphrag,Topic,RELATED_TO
18,Noderag,Topic,Lightrag,Topic,RELATED_TO
18,Noderag,Topic,Tianyang Xu,Author,AUTHORED
18,Noderag,Topic,Haojie Zheng,Author,AUTHORED
18,Noderag,Topic,Chengze Li,Author,AUTHORED
18,Noderag,Topic,Haoxiang Chen,Author,AUTHORED
18,Noderag,Topic,Yixin Liu,Author,AUTHORED
18,Noderag,Topic,Ruoxi Chen,Author,AUTHORED
18,Noderag,Topic,Lichao Sun,Author,AUTHORED
19,Graphrag,Topic,Large Language Models,Topic,RELATED_TO
19,Graphrag,Topic,External Knowledge Graphs,Topic,RELATED_TO
19,Polyg,Paper,Graphrag,Topic,COVERS
19,Polyg,Paper,Sota Graphrag Methods,Topic,RELATED_TO
19,Polyg,Paper,Four-Class Taxonomy,Topic,RELATED_TO
20,Structured-Graphrag,Topic,Soccer Data,Topic,COVERS
20,Structured-Graphrag,Topic,Zahra Sepasdar,Author,AUTHORED
20,Structured-Graphrag,Topic,Sushant Gautam,Author,AUTHORED
20,Structured-Graphrag,Topic,Cise Midoglu,Author,AUTHORED
20,Structured-Graphrag,Topic,Michael A. Riegler,Author,AUTHORED
20,Structured-Graphrag,Topic,Pål Halvorsen,Author,AUTHORED
21,Ket-Rag,Topic,Graph-Rag,Topic,RELATED_TO
21,Ket-Rag,Topic,Biomedicine,Topic,RELATED_TO
21,Ket-Rag,Topic,Law,Topic,RELATED_TO
21,Ket-Rag,Topic,Political Science,Topic,RELATED_TO
21,Ket-Rag,Topic,Yiqian Huang,Author,AUTHORED
21,Ket-Rag,Topic,Shiqi Zhang,Author,AUTHORED
21,Ket-Rag,Topic,Xiaokui Xiao,Author,AUTHORED
22,Large Language Models,Topic,Graphrag,Topic,RELATED_TO
22,Graphrag,Topic,Goal-Oriented Graphs,Topic,RELATED_TO
22,Goal-Oriented Graphs,Topic,Minecraft Testbed,Topic,RELATED_TO
22,Jonathan Leung,Author,Knowledge Retrieval In Llm Gaming: A Shift From Entity-Centric To Goal-Oriented Graphs,Paper,AUTHORED
22,Yongjie Wang,Author,Knowledge Retrieval In Llm Gaming: A Shift From Entity-Centric To Goal-Oriented Graphs,Paper,AUTHORED
22,Zhiqi Shen,Author,Knowledge Retrieval In Llm Gaming: A Shift From Entity-Centric To Goal-Oriented Graphs,Paper,AUTHORED
23,Hybridrag,Topic,Knowledge Graphs,Topic,INCLUDES
23,Hybridrag,Topic,Vectorrag,Topic,INCLUDES
23,Hybridrag,Topic,Q&A Systems,Topic,RELATED_TO
23,Bhaskarjit Sarmah,Author,Hybridrag,Topic,AUTHORED
23,Benika Hall,Author,Hybridrag,Topic,AUTHORED
23,Rohan Rao,Author,Hybridrag,Topic,AUTHORED
23,Sunil Patel,Author,Hybridrag,Topic,AUTHORED
23,Stefano Pasquali,Author,Hybridrag,Topic,AUTHORED
23,Dhagash Mehta,Author,Hybridrag,Topic,AUTHORED
23,Financial Applications,Topic,Earnings Call Transcripts,Topic,RELATED_TO
23,Retrieval Augmented Generation,Topic,Graphrag,Topic,RELATED_TO
23,Experiments,Topic,Earnings Call Transcripts,Topic,RELATED_TO
23,Hybridrag,Topic,Retrieval Accuracy,Topic,RELATED_TO
23,Hybridrag,Topic,Answer Generation,Topic,RELATED_TO
24,Evaluating The Performance Of Rag Methods For Conversational Ai In The Airport Domain,Paper,Yuyang Li,Author,AUTHORED
24,Evaluating The Performance Of Rag Methods For Conversational Ai In The Airport Domain,Paper,Philip J. M. Kerbusch,Author,AUTHORED
24,Evaluating The Performance Of Rag Methods For Conversational Ai In The Airport Domain,Paper,Raimon H. R. Pruim,Author,AUTHORED
24,Evaluating The Performance Of Rag Methods For Conversational Ai In The Airport Domain,Paper,Tobias Käfer,Author,AUTHORED
24,Evaluating The Performance Of Rag Methods For Conversational Ai In The Airport Domain,Paper,Conversational Ai,Topic,INCLUDES
24,Evaluating The Performance Of Rag Methods For Conversational Ai In The Airport Domain,Paper,Retrieval-Augmented Generation,Topic,INCLUDES
25,Huixiangdou2,Paper,Huanjun Kong,Author,AUTHORED
25,Huixiangdou2,Paper,Zhefan Wang,Author,AUTHORED
25,Huixiangdou2,Paper,Chenyang Wang,Author,AUTHORED
25,Huixiangdou2,Paper,Zhe Ma,Author,AUTHORED
25,Huixiangdou2,Paper,Nanqing Dong,Author,AUTHORED
25,Huixiangdou2,Paper,Graphrag,Topic,INCLUDES
25,Huixiangdou2,Paper,Dual-Level Retrieval,Topic,INCLUDES
25,Huixiangdou2,Paper,Logic-Based Retrieval,Topic,INCLUDES
25,Huixiangdou2,Paper,Fuzzy Matching,Topic,INCLUDES
25,Huixiangdou2,Paper,Structured Reasoning,Topic,INCLUDES
25,Huixiangdou2,Paper,Multi-Stage Verification,Topic,INCLUDES
25,Huixiangdou2,Paper,Adaptive Retrieval,Topic,INCLUDES
26,Medgraphrag,Topic,Graphrag,Topic,COVERS
26,Medgraphrag,Topic,Junde Wu,Author,AUTHORED
26,Medgraphrag,Topic,Jiayuan Zhu,Author,AUTHORED
26,Medgraphrag,Topic,Yunli Qi,Author,AUTHORED
26,Medgraphrag,Topic,Jingkun Chen,Author,AUTHORED
26,Medgraphrag,Topic,Min Xu,Author,AUTHORED
26,Medgraphrag,Topic,Filippo Menolascina,Author,AUTHORED
26,Medgraphrag,Topic,Vicente Grau,Author,AUTHORED
27,Advanced Rag Models With Graph Structures: Optimizing Complex Knowledge Reasoning And Text Generation,Paper,Yuxin Dong,Author,AUTHORED
27,Advanced Rag Models With Graph Structures: Optimizing Complex Knowledge Reasoning And Text Generation,Paper,Shuo Wang,Author,AUTHORED
27,Advanced Rag Models With Graph Structures: Optimizing Complex Knowledge Reasoning And Text Generation,Paper,Hongye Zheng,Author,AUTHORED
27,Advanced Rag Models With Graph Structures: Optimizing Complex Knowledge Reasoning And Text Generation,Paper,Jiajing Chen,Author,AUTHORED
27,Advanced Rag Models With Graph Structures: Optimizing Complex Knowledge Reasoning And Text Generation,Paper,Zhenhong Zhang,Author,AUTHORED
27,Advanced Rag Models With Graph Structures: Optimizing Complex Knowledge Reasoning And Text Generation,Paper,Chihang Wang,Author,AUTHORED
27,Advanced Rag Models With Graph Structures: Optimizing Complex Knowledge Reasoning And Text Generation,Paper,Graph Neural Network,Topic,INCLUDES
27,Advanced Rag Models With Graph Structures: Optimizing Complex Knowledge Reasoning And Text Generation,Paper,Retrieval-Augmented Generation Model,Topic,INCLUDES
27,Advanced Rag Models With Graph Structures: Optimizing Complex Knowledge Reasoning And Text Generation,Paper,Natural Questions Dataset,Topic,INCLUDES
27,Advanced Rag Models With Graph Structures: Optimizing Complex Knowledge Reasoning And Text Generation,Paper,Knowledge Consistency,Topic,INCLUDES
27,Advanced Rag Models With Graph Structures: Optimizing Complex Knowledge Reasoning And Text Generation,Paper,Reasoning Ability,Topic,INCLUDES
27,Advanced Rag Models With Graph Structures: Optimizing Complex Knowledge Reasoning And Text Generation,Paper,Complex Knowledge Reasoning Tasks,Topic,INCLUDES
27,Advanced Rag Models With Graph Structures: Optimizing Complex Knowledge Reasoning And Text Generation,Paper,Graph Structure Data,Topic,INCLUDES
27,Advanced Rag Models With Graph Structures: Optimizing Complex Knowledge Reasoning And Text Generation,Paper,Multi-Dimensional Reasoning,Topic,INCLUDES
27,Advanced Rag Models With Graph Structures: Optimizing Complex Knowledge Reasoning And Text Generation,Paper,Complex Knowledge Background Information,Topic,INCLUDES
27,Advanced Rag Models With Graph Structures: Optimizing Complex Knowledge Reasoning And Text Generation,Paper,Practical Application Scenarios,Topic,INCLUDES
28,Walk&Retrieve,Paper,Large Language Models,Topic,COVERS
28,Walk&Retrieve,Paper,Knowledge Graph-Based Retrieval-Augmented Generation,Topic,COVERS
29,Split-Rag,Topic,Retrieval-Augmented Generation,Topic,RELATED_TO
29,Split-Rag,Topic,Ruiyi Yang,Author,AUTHORED
29,Split-Rag,Topic,Hao Xue,Author,AUTHORED
29,Split-Rag,Topic,Imran Razzak,Author,AUTHORED
29,Split-Rag,Topic,Hakim Hacid,Author,AUTHORED
29,Split-Rag,Topic,Flora D. Salim,Author,AUTHORED
30,Gnn-Rag,Paper,Knowledge Graphs,Topic,COVERS
30,Gnn-Rag,Paper,Question Answering,Topic,COVERS
30,Gnn-Rag,Paper,Large Language Models,Topic,COVERS
30,Gnn-Rag,Paper,Graph Neural Networks,Topic,COVERS
30,Gnn-Rag,Paper,Webqsp,Topic,RELATED_TO
30,Gnn-Rag,Paper,Cwq,Topic,RELATED_TO
30,Gnn-Rag,Paper,Gpt-4,Topic,RELATED_TO
31,Knowledge Graph-Augmented Large Language Models,Topic,Triple Context Restoration And Query-Driven Feedback,Topic,COVERS
31,Triple Context Restoration And Query-Driven Feedback,Topic,Manzong Huang,Author,AUTHORED
31,Triple Context Restoration And Query-Driven Feedback,Topic,Chenyang Bu,Author,AUTHORED
31,Triple Context Restoration And Query-Driven Feedback,Topic,Yi He,Author,AUTHORED
31,Triple Context Restoration And Query-Driven Feedback,Topic,Xindong Wu,Author,AUTHORED
31,Triple Context Restoration And Query-Driven Feedback,Topic,Graphrag,Topic,RELATED_TO
31,Triple Context Restoration And Query-Driven Feedback,Topic,Five Benchmark Question-Answering Datasets,Topic,RELATED_TO
32,Align-Grag: Reasoning-Guided Dual Alignment For Graph Retrieval-Augmented Generation,Paper,Retrieval-Augmented Generation,Topic,COVERS
32,Align-Grag: Reasoning-Guided Dual Alignment For Graph Retrieval-Augmented Generation,Paper,Graph-Based Rag Systems,Topic,COVERS
32,Align-Grag: Reasoning-Guided Dual Alignment For Graph Retrieval-Augmented Generation,Paper,Aligner,Topic,INCLUDES
32,Align-Grag: Reasoning-Guided Dual Alignment For Graph Retrieval-Augmented Generation,Paper,Generator,Topic,INCLUDES
32,Align-Grag: Reasoning-Guided Dual Alignment For Graph Retrieval-Augmented Generation,Paper,Graphqa Benchmark,Topic,RELATED_TO
33,Kaqg,Topic,Retrieval-Augmented Generation,Topic,COVERS
33,Kaqg,Topic,Ching Han Chen,Author,AUTHORED
33,Kaqg,Topic,Ming Fang Shiu,Author,AUTHORED
33,Kaqg,Topic,Bloom'S Taxonomy,Topic,RELATED_TO
33,Kaqg,Topic,Item Response Theory,Topic,RELATED_TO
33,Kaqg,Topic,Github,Topic,RELATED_TO
33,Kaqg,Topic,Psychometrically Sound Questions,Topic,RELATED_TO
33,Kaqg,Topic,Multi-Step Reasoning,Topic,RELATED_TO
33,Kaqg,Topic,Difficulty Metrics,Topic,RELATED_TO
33,Kaqg,Topic,Knowledge Graphs,Topic,RELATED_TO
33,Kaqg,Topic,Educational Assessment Theory,Topic,RELATED_TO
33,Kaqg,Topic,Llm,Topic,RELATED_TO
33,Kaqg,Topic,Cross-Domain Transfer Experiments,Topic,RELATED_TO
33,Kaqg,Topic,Reproducible Design,Topic,RELATED_TO
33,Kaqg,Topic,Ablation Studies,Topic,RELATED_TO
34,Cdf-Rag,Topic,Retrieval-Augmented Generation,Topic,RELATED_TO
